ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
1-12/08/2012;BILBO(FR);1;5;68;SRTA.BURGUEÑO V. (64);C.RIO AULENCIA;G.ARIZKORRETA;1;HIPODROMO DE SAN SEBASTIAN;1600;HIERBA
1-12/08/2012;CARDOLAN(FR);4;3;65;SRTA.LOPEZ D.;C.MIRANDA SL;M.DELCHER S;5;HIPODROMO DE SAN SEBASTIAN;1600;HIERBA
1-12/08/2012;STILWELL(FR);6;4;65;SR.AGUILERA R.;C.IBAITA;E.PUENTE;6;HIPODROMO DE SAN SEBASTIAN;1600;HIERBA
1-12/08/2012;MUÑECA BRAVA(IRE);2;5;64,5;SRTA.BUESA C.;C.LUXEMBURGO;R.LOPEZ;2;HIPODROMO DE SAN SEBASTIAN;1600;HIERBA
1-12/08/2012;CANALETA(FR);3;4;63,5;SR.CARMENA M.;C.LITERATO;M.ALONSO;4;HIPODROMO DE SAN SEBASTIAN;1600;HIERBA
1-12/08/2012;GADIBA;5;4;63,5;SR.MARTIN R.;Y.MILITAR;A.SUÑEN;3;HIPODROMO DE SAN SEBASTIAN;1600;HIERBA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
2-12/08/2012;HELSINKI;3;3;58;J.L.MARTINEZ;Y.MILITAR;J.P.ESPINOSA;6;HIPODROMO DE SAN SEBASTIAN;1600;HIERBA
2-12/08/2012;NEGRETE;5;3;58;J.L.BORREGO;C.JARILLA;F.PEREZ;3;HIPODROMO DE SAN SEBASTIAN;1600;HIERBA
2-12/08/2012;PANISIDE;2;3;57;J.GROSJEAN;C.SAFSAF;F.RODRIGUEZ;1;HIPODROMO DE SAN SEBASTIAN;1600;HIERBA
2-12/08/2012;MISS BLONDIE(FR);1;3;56,5;A.GOMEZ;C.BOBBY;I.GOMEZ;5;HIPODROMO DE SAN SEBASTIAN;1600;HIERBA
2-12/08/2012;CAFAY;9;3;56;M.GOMES;C.EL TRISQUEL;T.MARTINS;2;HIPODROMO DE SAN SEBASTIAN;1600;HIERBA
2-12/08/2012;GERONIMA;4;3;55,5;J.B.HAMEL;C.PELAEZ-MALVAR;B.VALENTI;9;HIPODROMO DE SAN SEBASTIAN;1600;HIERBA
2-12/08/2012;COHETONA;8;3;54,5;F.R.MARTINEZ;C.COHETON;P.R.URBINA;4;HIPODROMO DE SAN SEBASTIAN;1600;HIERBA
2-12/08/2012;KIASIDE;6;3;54,5;E.MELIAN (52,5) (B.roja);C.SAFSAF;E.LEON;7;HIPODROMO DE SAN SEBASTIAN;1600;HIERBA
2-12/08/2012;LEADING LADY;7;3;54,5;E.J.ARGUINZONES;C.BUELNA EQUII;R.H.HUAYAS;8;HIPODROMO DE SAN SEBASTIAN;1600;HIERBA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
3-12/08/2012;SLICK KNIGHT(GB);15;5;62;J.GROSJEAN;C.KOTARRO;A.SANCHEZ M;9;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
3-12/08/2012;STEWBALL(GB);1;3;61;J.CROCQUEVIEILLE;C.VIGURIA;J.M.OSORIO;7;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
3-12/08/2012;RIVALLERO(GER);8;8;61;SR.AGUILERA R. (60);C.EL MESTEÑO;E.PUENTE;5;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
3-12/08/2012;SINAN;7;4;61;R.C.MONTENEGRO;C.ROBER;R.AVIAL;11;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
3-12/08/2012;ASHDEUZO(FR);2;6;60;V.JANACEK;Y.BALBAS ALONSO;E.PUENTE;10;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
3-12/08/2012;BARATHEA BAY(IRE);4;4;59;M.GOMES;C.LUZERPALHA;T.MARTINS;4;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
3-12/08/2012;YUCATAN;12;3;58;J.L.BORREGO;C.A GRANXA;J.M.BORREGO R;6;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
3-12/08/2012;KEITY;5;4;57;E.J.ARGUINZONES;C.EL TRISQUEL;T.MARTINS;3;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
3-12/08/2012;CALDERETA;13;4;57;J.L.MARTINEZ;C.DONDE VAMOS;R.AVIAL;13;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
3-12/08/2012;FACON DE PARLER(FR);14;4;57;SR.GUTIERREZ A (55);C.EL SABLE;E.PUENTE;15;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
3-12/08/2012;BAMBOLA;3;3;56;R.H.HUAYAS;C.CALEJAÑA;D.LOPEZ;8;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
3-12/08/2012;CAPITAL;10;5;54;A.GOMEZ;C.BOBBY;I.GOMEZ;1;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
3-12/08/2012;DAL BACO;11;3;54;I.KOPLIKOVA;C.LA LLOSA;E.PUENTE;12;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
3-12/08/2012;NAVARRO(PER);6;5;50;J.M.SANCHEZ C (49) (B.roj);C.EL SABLE;E.PUENTE;14;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
3-12/08/2012;DONASKAIA(FR);9;4;50;F.R.MARTINEZ (52);C.LAGUNILLA;A.SANCHEZ M;2;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JIINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
4-12/08/2012;KAYSERI;5;5;62;J.L.BORREGO;C.AREVACOS;A.CARRASCO;10;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
4-12/08/2012;RAMALLAH;10;4;60;J.CROCQUEVIEILLE;C.ODISEA;I.GOMEZ;9;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
4-12/08/2012;AMBASADOR;2;6;59;A.GOMEZ;C.LA ESPIGA;I.GOMEZ;2;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
4-12/08/2012;BIPOLAR;7;4;59;M.GOMES;C.ESPECTACULO;T.MARTINS;3;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
4-12/08/2012;LIBERTINO(FR);8;4;59;M.SECCI;C.LA SETA DE CUBILLAS;G.ARIZKORRETA;11;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
4-12/08/2012;TODT(FR);1;5;57;V.JANACEK;C.EL SABLE;E.PUENTE;5;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
4-12/08/2012;CHIQUI;12;3;56;J.L.MARTINEZ;C.SUFLE;J.C.FERNANDEZ;4;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
4-12/08/2012;CREYENTE(IRE);3;4;56;G.MADERO;CEDRIC BOUTIN;A.IMAZ C;8;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
4-12/08/2012;SAMANA BLUE(FR);9;6;55;J.GROSJEAN;C.KOTARRO;A.SANCHEZ M;1;HIPODROMO DE SAN SEBASTIAN;2000;HIERBA
