ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
2_18-09-2011;VETONIA (IRE);7;2 años;55,5;B.FAYOS;SAN CRISTOBAL;LOPEZ, J.;11;Hipódromo LA ZARZUELA;1400;HIERBA
2_18-09-2011;VRAIVITA;3;2 años;55,5;O.O. DE URBINA;LUXEMBURGO;LOPEZ, R.;6;Hipódromo LA ZARZUELA;1400;HIERBA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
3_18-09-2011;VIREAL (FR);2;3 años;62;J.CROCQUEVIEILLE;ALISARES;SANCHEZ C., A.;2;Hipódromo LA ZARZUELA;2100;HIERBA
3_18-09-2011;LE COURLIS (FR);1;8 años;61,5;R.RAMOS;EL SWING;RECIO, B.;4;Hipódromo LA ZARZUELA;2100;HIERBA
3_18-09-2011;AVON FERRY (GB);99;4 años;60,5;E.MELIAN (58,5);CIUDAD DE ARUCAS;PEREZ, F.;5;Hipódromo LA ZARZUELA;2100;HIERBA
3_18-09-2011;ARTICO (USA);11;3 años;60;B.FAYOS;CHICAGO;DELCHER S., M.;11;Hipódromo LA ZARZUELA;2100;HIERBA
3_18-09-2011;ALKOTZ;9;3 años;60;SR.SANTANA,A (58);MATIAS BORREGO;BORREGO, M.;12;Hipódromo LA ZARZUELA;2100;HIERBA
3_18-09-2011;PATRICIO (GB);10;4 años;59,5;V.JANACEK;JOSE CUNHA;GALLIPOLI, C.;10;Hipódromo LA ZARZUELA;2100;HIERBA
3_18-09-2011;HAMALAO;8;5 años;58,5;J.L.BORREGO;LUIS FELIPE AUÑON;ROSELL, J.C.;3;Hipódromo LA ZARZUELA;2100;HIERBA
3_18-09-2011;KALANDA;3;6 años;58,5;M.BORREGO;CENTRO;MARIN, M.A.;7;Hipódromo LA ZARZUELA;2100;HIERBA
3_18-09-2011;YISHABEIR (FR);7;3 años;56;D.DELGADO;CIELO DE MADRID;RODRIGUEZ, O.;9;Hipódromo LA ZARZUELA;2100;HIERBA
3_18-09-2011;LEADER LADY;6;4 años;54,5;M.SECCI;LAS AGUILAS;VILLARTA, G.;8;Hipódromo LA ZARZUELA;2100;HIERBA
3_18-09-2011;ALDONZA (IRE);4;3 años;54;A.GOMEZ;SAN MAMES;LEON, E;6;Hipódromo LA ZARZUELA;2100;HIERBA
3_18-09-2011;OJO DE HALCON (IRE);5;3 años;53;J.M.SANCHEZ C (51) (B.Roja);LAS AGUILAS;VILLARTA, G.;1;Hipódromo LA ZARZUELA;2100;HIERBA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
4_18-09-2011;JIMMY FALABELLA (IRE);1;6 años;62;J.C.CERQUEIRA;C.D.H. LOS ASPIRANTES 2 TUMBOS;CALLEJO S., T;2;Hipódromo LA ZARZUELA;2100;HIERBA
4_18-09-2011;ORLOV;12;5 años;60;B.FAYOS;AGRADO;CALLEJO S., T;12;Hipódromo LA ZARZUELA;2100;HIERBA
4_18-09-2011;MENELDOR (IRE);2;3 años;58,5;O.O. DE URBINA;GONZALO HERNANDO-ABOIN;CARRASCO, A.;3;Hipódromo LA ZARZUELA;2100;HIERBA
4_18-09-2011;SPLITTER;8;3 años;58,5;E.MELIAN (56,5);SALVADOR ELIZONDO TEKNICA;RODRIGUEZ, J.A.;9;Hipódromo LA ZARZUELA;2100;HIERBA
4_18-09-2011;INDIAN LOU;3;4 años;58;J.L.MARTINEZ;TOLOSANA;GALDEANO R., F.;11;Hipódromo LA ZARZUELA;2100;HIERBA
4_18-09-2011;ZARIEVICH NUÑEZ (IRE);10;4 años;56;D.DELGADO;LUIS ALBERTO NUÑEZ;RODRIGUEZ, J.A.;7;Hipódromo LA ZARZUELA;2100;HIERBA
4_18-09-2011;RAMALLAH;11;3 años;55,5;A.GOMEZ;ODISEA;GOMEZ, I.;1;Hipódromo LA ZARZUELA;2100;HIERBA
4_18-09-2011;POPURRI (FR);6;5 años;55;M.BORREGO;LAJORQUIN;LOPEZ, J.;8;Hipódromo LA ZARZUELA;2100;HIERBA
4_18-09-2011;BLACK MOON (IRE);9;3 años;54,5;J.HORCAJADA;TRES Y MEDIO;VALENTI, B.;10;Hipódromo LA ZARZUELA;2100;HIERBA
4_18-09-2011;DUCABA (FR);7;3 años;54,5;V.JANACEK;YEGUADA SAN ISIDRO;SALAS, J.L. DE;6;Hipódromo LA ZARZUELA;2100;HIERBA
4_18-09-2011;ISAMAN (GB);5;4 años;54;J.CROCQUEVIEILLE (54,5);AFRICA;OSORIO, J.M.;4;Hipódromo LA ZARZUELA;2100;HIERBA
4_18-09-2011;CUDON (IRE);4;3 años;53,5;M.SECCI;SCUDERIA TOSCANA;AUGELLI, M.;5;Hipódromo LA ZARZUELA;2100;HIERBA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
5_18-09-2011;CASACA (GB);1;5 años;58,5;J.CROCQUEVIEILLE;AFRICA;OSORIO, J.M.;9;Hipódromo LA ZARZUELA;2200;HIERBA
5_18-09-2011;LISSELAN BEAUTY (USA);9;5 años;58,5;V.JANACEK;LISSELAN FARMS;A. R ACOSTA;3;Hipódromo LA ZARZUELA;2200;HIERBA
5_18-09-2011;MONYAAR (IRE);8;4 años;58,5;M.SECCI;USSIA-FIGUEROA;ARIZKORRETA, G.;7;Hipódromo LA ZARZUELA;2200;HIERBA
5_18-09-2011;NARYA (IRE);2;4 años;58,5;J.HORCAJADA;MIRANDA;DELCHER S., M.;5;Hipódromo LA ZARZUELA;2200;HIERBA
5_18-09-2011;RELAMPAGO (GB);6;4 años;58,5;J.L.MARTINEZ;TRES Y MEDIO;VALENTI, B.;6;Hipódromo LA ZARZUELA;2200;HIERBA
5_18-09-2011;TASHA LINDA (IRE);4;4 años;58,5;O.O. DE URBINA;PAGANINI;CALLEJO S., T;1;Hipódromo LA ZARZUELA;2200;HIERBA
5_18-09-2011;CLUNIA (IRE);3;3 años;55,5;B.FAYOS (56);BRAZACORTA;VILLARTA, G.;2;Hipódromo LA ZARZUELA;2200;HIERBA
5_18-09-2011;MANIVELA;7;3 años;55,5;J.C.CERQUEIRA;FANTASIA;CALLEJO S., T;4;Hipódromo LA ZARZUELA;2200;HIERBA
5_18-09-2011;TAFADHALI;5;3 años;55,5;J.GROSJEAN;LAJORQUIN;LOPEZ, J.;8;Hipódromo LA ZARZUELA;2200;HIERBA
