ID,CABALLO,POSICION,EDAD,KG,JINETE,CUADRA,PREPARADOR,CAJÓN,HIPODROMO,DISTANCIA,PISTA
2_24-11-2016,GAVIA (FR),7,3,62,R. RAMOS,CENTRO,M.A. MARIN,7,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
2_24-11-2016,THE LAST ONE,5,5,"61,5",R. SOUSA,AGRO CARVALHO,I. MENDES,11,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
2_24-11-2016,ASTURIA (GER),3,4,"61,5",M. GOMES,AIRES DE DOÑANA,G. RODRIGUEZ,12,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
2_24-11-2016,GODOFREDO (FR),11,3,"61,5",B. FAYOS,NANINA,J. CALDERON,3,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
2_24-11-2016,SINGATOBA (FR),1,5,61,V. JANACEK,C.E.LOUREIRO VELHO,I. MENDES,1,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
2_24-11-2016,ALABARDA,4,6,61,J.L. MARTINEZ,IL PADRINO,J. LOPEZ,10,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
2_24-11-2016,ED STAR,2,3,"60,5",M.A. NARVAEZ,VIUDA DE GERONIMO DE ANGULO,G. RODRIGUEZ,4,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
2_24-11-2016,FROZEN BROOKS (IRE),8,3,"60,5",J.E. JARCOVSKY,LAS AGUILAS,PROP. ART. 26,8,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
2_24-11-2016,IRAIZOTZ,9,9,59,C.A. LOAIZA,FERNANDO FERREIRA,C. VIDINHA,2,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
2_24-11-2016,GAMBERRO,99,8,"54,5",E.J. ARGUINZONES,ZEBRA,J. JIMENEZ,6,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
2_24-11-2016,AGREEABLE LADY (IRE),10,4,53,"N. DE JULIAN (53,5)(G.ROJA)",LAS AGUILAS,PROP. ART. 26,9,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
2_24-11-2016,MAKAAMEN (GB),6,10,51,J. GELABERT,EACHWAY,A. SANCHEZ C.,5,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
